chr,start,end,n,meanDiff,group1.mean,group2.mean,tstat.sd,direction,fwer
chr9,126690279,126690926,7,-0.448601115,0.076649104,0.52525022,0.06465949,hypo,0
chr18,19209061,19209922,11,-0.448528573,0.345259448,0.793788021,0.055652323,hypo,0
chr15,65184802,65185444,6,-0.448161154,0.111069885,0.559231038,0.057443136,hypo,0
chr19,441853,442070,4,-0.447822366,0.45121629,0.899038656,0.0593457,hypo,0
chr3,179042702,179043107,13,-0.447786463,0.348878509,0.796664972,0.058105396,hypo,0
chr1,160709925,160712468,24,-0.447436929,0.314096415,0.761533344,0.058852264,hypo,0
chr7,140292698,140293149,6,-0.447414422,0.43071585,0.878130271,0.053384473,hypo,0
chr1,38392686,38392827,5,-0.447134889,0.227187155,0.674322044,0.069188109,hypo,0
chr16,31119002,31119264,5,-0.447071792,0.311078217,0.758150009,0.062506885,hypo,0
chr1,28572167,28572299,5,-0.446906194,0.179394653,0.626300847,0.059770813,hypo,0
chr4,108639650,108640180,10,-0.446817388,0.219405104,0.666222492,0.053932439,hypo,0
chr10,90642723,90643206,8,-0.446662679,0.330716649,0.777379328,0.060026539,hypo,0
chr20,62183570,62183751,4,-0.446529287,0.259258181,0.705787468,0.077537134,hypo,0
chr14,22958938,22959930,10,-0.446496735,0.129844029,0.576340764,0.056991678,hypo,0
chr16,75252103,75252695,14,-0.446493916,0.334429485,0.780923401,0.060517462,hypo,0
chr15,80669404,80669726,6,-0.446364581,0.408539559,0.85490414,0.055537894,hypo,0
chr22,27070681,27070860,3,-0.446118661,0.311680555,0.757799216,0.061130431,hypo,0
chr15,85279340,85280084,6,-0.446104268,0.213612661,0.65971693,0.057602634,hypo,0
chr20,47356509,47357568,11,-0.446084734,0.343143921,0.789228655,0.069341755,hypo,0
chr18,72229971,72230481,6,-0.446044973,0.435403235,0.881448209,0.053302133,hypo,0
chr9,114747047,114747268,8,-0.445835119,0.068881992,0.514717111,0.057667307,hypo,0
chr1,6226282,6226490,3,-0.445715741,0.380974286,0.826690027,0.053519389,hypo,0
chr10,102134389,102134880,5,-0.445399687,0.383279623,0.828679311,0.05534291,hypo,0
chr10,75844930,75845444,6,-0.445096908,0.481786691,0.926883599,0.059460093,hypo,0
chr1,207127957,207128706,10,-0.444961202,0.417063823,0.862025025,0.068193277,hypo,0
chr12,110721054,110721677,7,-0.444849611,0.217752094,0.662601705,0.057460977,hypo,0
chr2,237019516,237019649,7,-0.44481896,0.468358162,0.913177122,0.058237552,hypo,0
chr3,194973036,194973224,3,-0.444642903,0.430856746,0.875499648,0.056973028,hypo,0
chr16,2302748,2303082,7,-0.444496181,0.466323278,0.910819459,0.068026759,hypo,0
chr19,10339830,10340353,5,-0.44446339,0.193246165,0.637709555,0.063596922,hypo,0
chr12,52420328,52420361,3,-0.4444413,0.410557365,0.854998664,0.064508346,hypo,0
chr10,1038196,1038637,9,-0.444438623,0.396086877,0.8405255,0.059885684,hypo,0
chr6,6684484,6685028,12,-0.444382278,0.240941505,0.685323783,0.058927416,hypo,0
chr11,73470162,73470403,3,-0.444285939,0.293749232,0.738035171,0.057011658,hypo,0
chr9,115816700,115816989,4,-0.444157707,0.474516874,0.918674581,0.056343221,hypo,0
chr17,38023500,38023639,3,-0.444122309,0.031426333,0.475548642,0.05855297,hypo,0
chr6,37086667,37086931,8,-0.444122269,0.483753962,0.92787623,0.05760193,hypo,0
chr3,191048539,191049393,11,-0.44394059,0.286256109,0.730196698,0.06176879,hypo,0
chr1,155982376,155982434,3,-0.443546105,0.256548304,0.700094409,0.05894373,hypo,0
chr12,125347219,125347452,4,-0.44349637,0.194628232,0.638124602,0.068197912,hypo,0
chr14,104521859,104521920,3,-0.443478438,0.379707561,0.823185999,0.052560382,hypo,0
chr16,68791116,68791226,4,-0.443009976,0.063228402,0.506238378,0.060261402,hypo,0
chr15,75405011,75405037,3,-0.442939488,0.349889746,0.792829234,0.063990946,hypo,0
chr19,50177057,50177393,4,-0.44291278,0.433724267,0.876637047,0.084380409,hypo,0
chr3,150483563,150484093,9,-0.442818115,0.270428533,0.713246649,0.06386883,hypo,0
chr16,23853037,23853223,8,-0.442614377,0.234141476,0.676755853,0.066367063,hypo,0
chr5,5752391,5753409,11,-0.442242924,0.334253783,0.776496707,0.060642824,hypo,0
chr1,110762692,110763349,5,-0.441421329,0.489753735,0.931175064,0.052870659,hypo,0
chr3,156394117,156394546,3,-0.441349987,0.343202534,0.784552521,0.058978613,hypo,0
chr10,134783887,134784559,12,-0.441261444,0.390648724,0.831910168,0.060771058,hypo,0
chr1,32757109,32757215,4,-0.441248836,0.138507601,0.579756437,0.058546227,hypo,0
chr3,10404677,10405061,6,-0.441177718,0.391950033,0.833127752,0.054539048,hypo,0
chr7,91877445,91877805,3,-0.441067185,0.50033983,0.941407015,0.054987527,hypo,0
chr2,213881466,213881978,6,-0.440804534,0.380640851,0.821445385,0.058604157,hypo,0
chr20,48285959,48286408,7,-0.440761935,0.165443045,0.60620498,0.054813063,hypo,0
chr14,103287461,103289299,34,-0.440593239,0.298213893,0.738807132,0.053221962,hypo,0
chr2,25644494,25645019,5,-0.44038099,0.150199121,0.590580112,0.068059468,hypo,0
chrX,24098435,24099026,6,-0.440072581,0.282705718,0.722778299,0.082088444,hypo,0
chr20,45824266,45824520,8,-0.439953173,0.343848997,0.78380217,0.062053393,hypo,0
chr17,76272454,76272768,5,-0.439483028,0.178608042,0.61809107,0.071576989,hypo,0
chr11,44588757,44588808,3,-0.439367326,0.333585507,0.772952832,0.078131156,hypo,0
chr10,112634036,112634500,4,-0.439363857,0.166479105,0.605842962,0.055700903,hypo,0
chr6,3764053,3764506,4,-0.439295916,0.483571752,0.922867668,0.063343606,hypo,0
chr5,79286030,79286224,4,-0.438937546,0.229357758,0.668295304,0.06027563,hypo,0
chr9,99182526,99182771,3,-0.438919901,0.251048029,0.68996793,0.06055853,hypo,0
chr16,14702040,14702916,11,-0.43878316,0.38746907,0.826252231,0.064710113,hypo,0
chr6,26122580,26122956,8,-0.438560404,0.343106481,0.781666885,0.055229142,hypo,0
chr3,10404308,10404348,3,-0.438317682,0.345376022,0.783693704,0.054559932,hypo,0
chr13,27856027,27856543,5,-0.437630304,0.452955301,0.890585605,0.054510048,hypo,0
chr6,293909,294140,4,-0.437442877,0.159985147,0.597428023,0.070562188,hypo,0
chr6,31132637,31133459,16,-0.437416929,0.344236151,0.78165308,0.067190255,hypo,0
chr1,183866793,183867307,10,-0.437400348,0.279978031,0.717378379,0.055158725,hypo,0
chr16,89390582,89391090,10,-0.437257768,0.423654106,0.860911874,0.065396034,hypo,0
chr3,124859605,124859945,8,-0.437089902,0.258182282,0.695272184,0.057973726,hypo,0
chr16,3673249,3673597,5,-0.436491569,0.326471739,0.762963308,0.072910246,hypo,0
chr22,50973197,50973837,12,-0.436278409,0.261764616,0.698043024,0.074203859,hypo,0
chr6,86389614,86389880,5,-0.435986554,0.211475407,0.647461961,0.056056003,hypo,0
chr1,45266974,45268100,17,-0.435739209,0.356362784,0.792101993,0.070926454,hypo,0
chr14,104229456,104230673,11,-0.435648316,0.400146844,0.83579516,0.056102928,hypo,0
chr18,23761007,23762330,13,-0.435537434,0.415668341,0.851205776,0.063710741,hypo,0
chr19,46209609,46210749,22,-0.4355117,0.08310265,0.518614351,0.062782802,hypo,0
chr18,77282651,77282713,3,-0.435075075,0.283151965,0.718227041,0.075388229,hypo,0
chr15,44040413,44040532,6,-0.435034236,0.352033825,0.787068061,0.071678722,hypo,0
chr8,135584195,135584877,10,-0.434854192,0.494084739,0.928938931,0.062439696,hypo,0
chr1,54938539,54938943,5,-0.43441343,0.47105462,0.905468049,0.058195556,hypo,0
chr2,241524444,241524995,11,-0.434355342,0.110723904,0.545079245,0.058764731,hypo,0
chr12,12511143,12511607,10,-0.434231327,0.146513746,0.580745073,0.054451262,hypo,0
chr19,13010416,13011312,16,-0.433958466,0.297539465,0.73149793,0.064147073,hypo,0
chr1,33593692,33594090,10,-0.433888548,0.374976694,0.808865243,0.05998711,hypo,0
chr11,74700892,74701026,4,-0.43371343,0.395029931,0.828743361,0.067187231,hypo,0
chr15,44119978,44120638,11,-0.433668191,0.155474742,0.589142932,0.061665293,hypo,0
chr15,50669449,50669744,3,-0.433531071,0.456595392,0.890126463,0.054158806,hypo,0
chr2,113915824,113916102,5,-0.433486769,0.321671398,0.755158168,0.06167776,hypo,0
chr19,18280886,18281112,7,-0.433146815,0.24919994,0.682346756,0.077294323,hypo,0
chr5,60242045,60242090,3,-0.432761069,0.148426742,0.581187811,0.065639675,hypo,0
chr17,36624522,36624613,3,-0.432721722,0.416382394,0.849104116,0.060599053,hypo,0
chr7,101854778,101855008,9,-0.432669126,0.412699744,0.845368869,0.069223637,hypo,0
chr5,138775551,138775779,4,-0.432450895,0.380945892,0.813396788,0.062939519,hypo,0
chr16,3847702,3848285,9,-0.432436998,0.158898526,0.591335524,0.055049092,hypo,0
chr17,8149942,8150138,12,-0.43233694,0.180969337,0.613306277,0.058107745,hypo,0
chr8,135583545,135583851,4,-0.432210487,0.510514275,0.942724762,0.062962533,hypo,0
chr7,140098838,140098996,6,-0.432205135,0.441979238,0.874184373,0.061243091,hypo,0
chr16,87807979,87808843,24,-0.43217546,0.180017707,0.612193167,0.068229217,hypo,0
chr17,1625701,1625934,6,-0.431858182,0.277800033,0.709658215,0.062676443,hypo,0
chr20,49984445,49984805,6,-0.431678576,0.50954324,0.941221816,0.057983185,hypo,0
chr14,23476898,23476986,3,-0.431619353,0.371245309,0.802864662,0.062051774,hypo,0
chr6,119217483,119217672,3,-0.431583635,0.18633189,0.617915525,0.058958353,hypo,0
chr5,118690495,118691037,15,-0.431431562,0.078466432,0.509897994,0.058555079,hypo,0
chr18,60192825,60193103,9,-0.431230071,0.121207192,0.552437262,0.058322731,hypo,0
chr6,153302551,153303144,7,-0.431188012,0.092475933,0.523663945,0.055030047,hypo,0
chr3,15403851,15404367,15,-0.430991244,0.19558555,0.626576793,0.061302642,hypo,0
chr3,56715650,56716071,3,-0.430969512,0.344215621,0.775185133,0.057420823,hypo,0
chr17,33674047,33674073,3,-0.430912703,0.437027656,0.867940359,0.057971569,hypo,0
chr2,135811029,135811148,3,-0.430685506,0.373136215,0.80382172,0.055147339,hypo,0
chr10,24941005,24941785,7,-0.43057608,0.353080263,0.783656343,0.055632347,hypo,0
chr10,98752891,98753033,3,-0.430552068,0.479811449,0.910363517,0.062669368,hypo,0
chr1,235684206,235684515,4,-0.430294672,0.443623566,0.873918238,0.053442017,hypo,0
chr9,135991080,135991425,16,-0.430232581,0.356579095,0.786811676,0.075404724,hypo,0
chr14,71965935,71966142,4,-0.430216688,0.398488898,0.828705586,0.05600942,hypo,0
chr5,178979080,178979678,9,-0.430098349,0.43004021,0.860138559,0.063140047,hypo,0
chr12,6645287,6645837,7,-0.429960134,0.233696935,0.663657068,0.060069357,hypo,0
chrX,13751461,13751727,4,-0.429944504,0.252023417,0.681967921,0.07747083,hypo,0
chr6,149889031,149889497,8,-0.429748571,0.148377222,0.578125794,0.059485967,hypo,0
chr16,68554138,68554182,3,-0.429572548,0.408558616,0.838131164,0.058739211,hypo,0
chr6,16431917,16432853,13,-0.429471174,0.357231073,0.786702247,0.054073159,hypo,0
chr7,105923321,105923526,3,-0.429446686,0.28183732,0.711284006,0.058353627,hypo,0
chr17,7930778,7931003,3,-0.429303543,0.45320776,0.882511303,0.054422563,hypo,0
chr13,27827249,27827947,10,-0.42907273,0.27189715,0.70096988,0.068331958,hypo,0
chr9,33988699,33989040,13,-0.429048382,0.42740169,0.856450072,0.058270663,hypo,0
chr21,47415418,47415566,3,-0.428779574,0.362432848,0.791212422,0.069474849,hypo,0
chr6,33240820,33242569,27,-0.428633185,0.246594604,0.675227789,0.05481265,hypo,0
chr6,10720537,10720583,6,0.428449314,0.569204503,0.140755189,0.06977939,hyper,0
chr3,171753870,171754072,4,-0.428222226,0.364281835,0.792504061,0.059441311,hypo,0
chr11,121324418,121324670,4,-0.428173921,0.244035485,0.672209406,0.061410502,hypo,0
chr12,123029377,123030412,11,-0.427958333,0.281557288,0.709515622,0.056795749,hypo,0
chr17,33407972,33408073,3,-0.427885576,0.360815001,0.788700577,0.054833853,hypo,0
chr7,7608315,7609574,14,-0.427702593,0.09229867,0.520001264,0.057670188,hypo,0
chr1,169883799,169884901,21,-0.427658233,0.369366009,0.797024242,0.059050911,hypo,0
chr6,110013947,110014241,7,-0.427492067,0.306695503,0.73418757,0.060328819,hypo,0
chr17,40730989,40731388,10,-0.4273493,0.240155976,0.667505275,0.060874192,hypo,0
chr3,53204367,53204933,11,-0.426963622,0.29905679,0.726020412,0.06879803,hypo,0
chr2,99158460,99158723,9,-0.426830465,0.502563606,0.929394071,0.073964213,hypo,0
chr18,45380368,45380813,5,-0.426790907,0.390305879,0.817096786,0.066635414,hypo,0
chr14,71991451,71991847,6,-0.426618256,0.396499888,0.823118144,0.055601366,hypo,0
chr6,10530584,10531259,13,-0.426515573,0.132339843,0.558855417,0.059526523,hypo,0
chr1,76250158,76250937,22,-0.425964694,0.174408858,0.600373552,0.064136067,hypo,0
chr3,113252904,113253116,3,-0.425960386,0.355860055,0.781820441,0.055621968,hypo,0
chr14,95969920,95970818,9,-0.425520369,0.288566199,0.714086568,0.057604183,hypo,0
chr17,65819618,65820081,8,-0.425515197,0.229742325,0.655257522,0.058563779,hypo,0
chr14,60671895,60672164,4,-0.425329863,0.264943629,0.690273493,0.052684126,hypo,0
chr7,148935735,148936061,12,-0.425277835,0.296273554,0.721551389,0.06367574,hypo,0
chr5,149155903,149156898,10,-0.425277219,0.374978878,0.800256096,0.058919993,hypo,0
chr16,23852161,23852652,9,-0.424897867,0.365933445,0.790831312,0.066367063,hypo,0
chr4,119755321,119755761,5,-0.424816121,0.364677768,0.789493889,0.052300306,hypo,0
chr4,3079215,3080172,9,-0.424643114,0.16781185,0.592454964,0.059169606,hypo,0
chr15,35286236,35286713,7,-0.424628188,0.420058158,0.844686346,0.056008535,hypo,0
chr12,829440,829638,3,-0.424433241,0.22782495,0.652258191,0.066217314,hypo,0
chr5,139912162,139913290,20,-0.424275081,0.190303296,0.614578377,0.064566757,hypo,0
chr11,65905391,65906648,15,-0.424118627,0.215988202,0.640106829,0.055032123,hypo,0
chr1,113497234,113497695,4,-0.423914718,0.255793251,0.679707969,0.054569048,hypo,0
chr12,125030916,125031117,5,-0.42382859,0.318194192,0.742022783,0.069380437,hypo,0
chr6,113948321,113949462,8,-0.423466521,0.207302871,0.630769392,0.052346499,hypo,0
chr10,97049232,97049907,10,-0.423376709,0.385288842,0.808665551,0.065228087,hypo,0
chr6,16421878,16422141,6,-0.423356188,0.293576965,0.716933153,0.054394003,hypo,0
chr10,63927238,63927654,4,-0.423170916,0.306656699,0.729827615,0.062277528,hypo,0
chr19,40170150,40171237,13,-0.423001983,0.357346887,0.78034887,0.063586962,hypo,0
chr14,55564987,55565418,5,-0.42295495,0.290566357,0.713521306,0.058726694,hypo,0
chrX,123011547,123011748,10,-0.422683913,0.291255063,0.713938975,0.075387388,hypo,0
chr14,68647848,68648563,6,-0.422632837,0.439979821,0.862612658,0.051873242,hypo,0
chr2,191776270,191776725,4,-0.42242399,0.527885149,0.950309139,0.059104152,hypo,0
chr7,116167132,116167290,3,-0.422415767,0.242733315,0.665149082,0.055339951,hypo,0
chr4,6771203,6771810,8,-0.422394672,0.418764694,0.841159366,0.054896281,hypo,0
chr1,149983074,149983278,3,-0.422391467,0.295382259,0.717773726,0.058891147,hypo,0
chr8,101318182,101318465,3,-0.422387403,0.320723923,0.743111326,0.057438473,hypo,0
chr8,128314770,128314866,3,-0.422304917,0.120949289,0.543254206,0.063286653,hypo,0
chr20,62359609,62360092,9,-0.422279559,0.084975355,0.507254914,0.060173301,hypo,0
chr16,30036934,30037080,4,-0.421997556,0.26785796,0.689855516,0.067481486,hypo,0
chr2,70387789,70387989,5,-0.421946254,0.522106965,0.944053219,0.060000824,hypo,0
chr1,27745099,27745212,3,-0.421933945,0.329668203,0.751602148,0.077022512,hypo,0
chr1,3403344,3403797,4,-0.421781873,0.379309041,0.801090914,0.060299592,hypo,0
chr17,1598610,1598853,7,-0.421753243,0.49473465,0.916487893,0.058082067,hypo,0
chr9,34619416,34619751,5,-0.42173834,0.314050412,0.735788752,0.061685997,hypo,0
chr16,11875806,11876195,7,-0.42163427,0.196731978,0.618366249,0.070709512,hypo,0
chr14,65881406,65881787,4,-0.421624624,0.313380475,0.735005099,0.056161624,hypo,0
chr2,120981591,120981746,4,-0.421397591,0.227203637,0.648601228,0.06495746,hypo,0
chr12,123912510,123912978,19,-0.421262336,0.257666202,0.678928538,0.060027556,hypo,0
chr7,138604951,138605054,3,-0.421083858,0.419934451,0.841018309,0.055157995,hypo,0
chr2,10585906,10587339,30,-0.420833429,0.230488502,0.651321931,0.056961778,hypo,0
chr9,114746192,114746270,3,-0.420732772,0.102167284,0.522900055,0.057667307,hypo,0
chr2,17936530,17936945,4,-0.420660125,0.147374441,0.568034566,0.054322648,hypo,0
chr15,59596869,59596943,3,-0.420490468,0.43155071,0.852041179,0.059048936,hypo,0
chr20,47356037,47356176,5,-0.420346937,0.185634113,0.60598105,0.069598748,hypo,0
chr8,42034558,42034983,8,-0.420001408,0.265389567,0.685390976,0.065373423,hypo,0
chr2,65217783,65218155,5,-0.419998694,0.292388953,0.712387647,0.056571529,hypo,0
chr8,62622458,62622778,4,-0.419987214,0.347433404,0.767420618,0.054657575,hypo,0
chr21,45827489,45827615,4,-0.419784148,0.486148731,0.905932879,0.068538487,hypo,0
chr5,124309809,124310458,5,-0.419746383,0.339371828,0.759118211,0.063201046,hypo,0
chr18,77164805,77165493,22,-0.419719745,0.427221887,0.846941631,0.057388507,hypo,0
chr11,109827882,109828209,7,-0.419672215,0.447940693,0.867612908,0.059222507,hypo,0
chr1,121367523,121367765,7,-0.419519261,0.509007718,0.928526978,0.05491722,hypo,0
chr10,43914018,43914024,3,-0.419449513,0.379643955,0.799093468,0.061920503,hypo,0
chr12,1701797,1702130,8,-0.419026316,0.148222685,0.567249002,0.06919502,hypo,0
chr13,49552245,49552867,7,-0.419024307,0.19104339,0.610067696,0.058063736,hypo,0
chr11,503270,503546,8,-0.419024184,0.35884419,0.777868374,0.06993154,hypo,0
chr9,123640413,123641262,9,-0.418682687,0.300361061,0.719043748,0.070600904,hypo,0
chr10,125763997,125764287,5,-0.418549378,0.472160484,0.890709862,0.053638249,hypo,0
chr4,47841121,47841645,6,-0.418319556,0.450117484,0.86843704,0.05910882,hypo,0
chr14,55565758,55566075,3,-0.418184771,0.300837662,0.719022433,0.06091024,hypo,0
chr9,126689421,126689514,3,-0.418144256,0.353674771,0.771819027,0.06465949,hypo,0
chr11,126058515,126058900,11,-0.418118304,0.341822874,0.759941178,0.065569426,hypo,0
chr1,206911580,206911929,4,-0.418056738,0.293046467,0.711103205,0.058931512,hypo,0
chr16,67820568,67821066,8,-0.417731304,0.324278679,0.742009982,0.05937562,hypo,0
chr10,12085902,12086467,22,-0.417609312,0.147913083,0.565522395,0.062712384,hypo,0
chr14,69863463,69863821,6,-0.417319437,0.330410632,0.747730068,0.057893128,hypo,0
chr4,40665168,40665789,11,-0.417128951,0.491673267,0.908802218,0.065278493,hypo,0
chr22,50979643,50980818,14,-0.41708821,0.136496731,0.553584941,0.063518803,hypo,0
chr3,23871059,23871401,4,-0.416990759,0.366044402,0.783035161,0.05768875,hypo,0
chr5,156502306,156502961,10,-0.416935863,0.439688105,0.856623969,0.062116305,hypo,0
chr19,2395004,2395049,4,-0.416842212,0.361568085,0.778410297,0.065056713,hypo,0
chr6,16471305,16472398,12,-0.416825418,0.274578874,0.691404291,0.053952182,hypo,0
chr16,56644248,56644478,7,-0.416566144,0.178532743,0.595098887,0.064273844,hypo,0
chr22,35741080,35741300,6,-0.416562526,0.397975177,0.814537702,0.070485958,hypo,0
chr19,58817535,58817570,5,-0.416450347,0.255193179,0.671643526,0.07774143,hypo,0
chr14,62128905,62130502,25,-0.416356696,0.20889346,0.625250155,0.054207511,hypo,0
chr6,119218147,119218409,5,-0.416302445,0.493121898,0.909424343,0.058958353,hypo,0
chr10,63865936,63866238,6,-0.416227776,0.240802249,0.657030025,0.069119515,hypo,0
chr5,149184486,149185769,20,-0.41614277,0.328863309,0.745006079,0.059425494,hypo,0
chr6,167368393,167368544,4,-0.415993101,0.417731129,0.83372423,0.056378433,hypo,0
chr15,79269735,79270911,15,-0.415866504,0.185609366,0.60147587,0.061478458,hypo,0
chr16,81686309,81686972,18,-0.415723033,0.410521498,0.826244531,0.063306511,hypo,0
chr10,112117251,112117579,12,-0.415706775,0.199957716,0.615664491,0.065318226,hypo,0
chr16,14443808,14444596,17,-0.415706224,0.404121468,0.819827692,0.060177325,hypo,0
chr16,791561,791696,5,-0.41563373,0.288101562,0.703735292,0.056929246,hypo,0
chr12,125404275,125404991,16,-0.415609217,0.125659551,0.541268768,0.060520386,hypo,0
